bodyPart,equipment,gifUrl,id,name,target
upper legs,body weight,https://gymvisual.com/img/p/1/4/7/3/4/14734.gif,3582,lunge with jump,glutes
waist,body weight,https://gymvisual.com/img/p/2/4/2/0/8/24208.gif,1688,lunge with twist,abs
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/0613.gif,613,lying (side) quads stretch,quads
waist,body weight,https://gymvisual.com/img/p/9/7/9/7/9797.gif,2312,lying elbow to knee,abs
waist,body weight,https://gymvisual.com/img/p/5/3/5/6/5356.gif,620,lying leg raise flat bench,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0865.gif,865,lying leg-hip raise,abs
chest,leverage machine,https://gymvisual.com/img/p/6/5/6/8/6568.gif,1301,machine inner chest press,pectorals
upper legs,body weight,https://gymvisual.com/img/p/5/3/6/0/5360.gif,624,march sit (wall),glutes
back,medicine ball,https://gymvisual.com/img/p/6/6/1/7/6617.gif,1353,medicine ball catch and overhead throw,lats
chest,medicine ball,https://gymvisual.com/img/p/2/4/5/0/7/24507.gif,1302,medicine ball chest pass,pectorals
chest,medicine ball,https://gymvisual.com/img/p/6/5/7/0/6570.gif,1303,medicine ball chest push from 3 point stance,pectorals
chest,medicine ball,https://gymvisual.com/img/p/6/5/7/1/6571.gif,1304,medicine ball chest push multiple response,pectorals
chest,medicine ball,https://gymvisual.com/img/p/6/5/7/2/6572.gif,1305,medicine ball chest push single response,pectorals
chest,medicine ball,https://gymvisual.com/img/p/6/5/7/9/6579.gif,1312,medicine ball chest push with run release,pectorals
upper arms,medicine ball,https://gymvisual.com/img/p/7/4/1/7/7417.gif,1701,medicine ball close grip push up,triceps
back,medicine ball,https://gymvisual.com/img/p/1/0/7/1/8/10718.gif,1354,medicine ball overhead slam,upper back
upper arms,medicine ball,https://gymvisual.com/img/p/7/5/5/4/7554.gif,1750,medicine ball supine chest throw,triceps
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/0627.gif,627,mixed grip chin-up,lats
chest,body weight,https://gymvisual.com/img/p/2/0/9/6/2/20962.gif,3217,modified hindu push-up (male),pectorals
lower arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/1421.gif,1421,modified push up to lower arms,forearms
upper legs,body weight,https://gymvisual.com/img/p/5/3/6/4/5364.gif,628,monster walk,glutes
cardio,body weight,https://gymvisual.com/img/p/2/6/9/9/2/26992.gif,630,mountain climber,cardiovascular system
back,body weight,https://gymvisual.com/img/p/6/6/6/4/6664.gif,631,muscle up,lats
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1401.gif,1401,muscle-up (on vertical bar),lats
upper arms,stability ball,https://gymvisual.com/img/p/1/0/1/6/1/10161.gif,2328,narrow push-up on exercise ball,triceps
neck,body weight,https://gymvisual.com/img/p/3/3/5/8/9/33589.gif,1403,neck side stretch,levator scapulae
waist,body weight,https://gymvisual.com/img/p/5/3/6/9/5369.gif,634,negative crunch,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/1495.gif,1495,oblique crunch v. 2,abs
waist,body weight,https://gymvisual.com/img/p/5/3/7/0/5370.gif,635,oblique crunches floor,abs
upper arms,olympic barbell,https://gymvisual.com/img/p/5/3/7/1/5371.gif,636,olympic barbell hammer curl,biceps
upper arms,olympic barbell,https://gymvisual.com/img/p/5/3/7/2/5372.gif,637,olympic barbell triceps extension,triceps
back,body weight,https://gymvisual.com/img/p/6/6/1/9/6619.gif,1355,one arm against wall,lats
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/0638.gif,638,one arm chin-up,lats
upper arms,body weight,https://gymvisual.com/img/p/5/3/7/4/5374.gif,639,one arm dip,triceps
waist,medicine ball,https://gymvisual.com/img/p/5/3/7/5/5375.gif,640,one arm slam (with medicine ball),abs
back,body weight,https://gymvisual.com/img/p/7/6/2/6/7626.gif,1773,one arm towel row,upper back
lower legs,body weight,https://gymvisual.com/img/p/6/6/4/9/6649.gif,1386,one leg donkey calf raise,calves
lower legs,body weight,https://gymvisual.com/img/p/1/1/7/6/2/11762.gif,1387,one leg floor calf raise,calves
upper legs,body weight,https://gymvisual.com/img/p/7/0/4/0/7040.gif,1476,one leg squat,glutes
waist,weighted,https://gymvisual.com/img/p/5/3/7/6/5376.gif,641,otis up,abs
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/0642.gif,642,outside leg kick push-up,glutes
upper arms,body weight,https://gymvisual.com/img/p/5/3/7/8/5378.gif,643,overhead triceps stretch,triceps
waist,body weight,https://gymvisual.com/img/p/1/5/0/3/5/15035.gif,3147,pelvic tilt,abs
upper legs,body weight,https://gymvisual.com/img/p/6/6/8/3/6683.gif,1422,pelvic tilt into bridge,glutes
lower legs,rope,https://gymvisual.com/img/p/2/1/5/9/7/21597.gif,1388,peroneals stretch,calves
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/3662.gif,3662,pike-to-cobra push-up,glutes
chest,body weight,https://gymvisual.com/img/p/6/5/7/3/6573.gif,1306,plyo push up,pectorals
waist,body weight,https://gymvisual.com/img/p/7/4/0/5/7405.gif,1687,posterior step to overhead reach,abs
lower legs,rope,https://gymvisual.com/img/p/6/6/5/2/6652.gif,1389,posterior tibialis stretch,calves
waist,body weight,https://gymvisual.com/img/p/1/2/5/3/7/12537.gif,3119,potty squat,abs
upper legs,body weight,https://gymvisual.com/img/p/1/2/5/3/7/12537.gif,3132,potty squat with support,glutes
upper legs,barbell,https://gymvisual.com/img/p/2/6/2/0/9/26209.gif,648,power clean,hamstrings
waist,body weight,https://gymvisual.com/img/p/1/4/7/5/0/14750.gif,3665,power point plank,abs
waist,body weight,https://gymvisual.com/img/p/1/2/9/2/7/12927.gif,3203,prisoner half sit-up (male),abs
waist,stability ball,https://gymvisual.com/img/p/7/4/2/2/7422.gif,1707,prone twist on stability ball,abs
back,body weight,https://gymvisual.com/img/p/5/3/8/5/5385.gif,651,pull up (neutral grip),lats
waist,stability ball,http://d205bpvrqc9yn1.cloudfront.net/0650.gif,650,pull-in (on stability ball),abs
back,body weight,https://gymvisual.com/img/p/2/3/8/7/3/23873.gif,652,pull-up,lats
chest,body weight,https://gymvisual.com/img/p/7/4/0/7/7407.gif,1689,push and pull bodyweight,pectorals
cardio,body weight,https://gymvisual.com/img/p/1/4/7/3/7/14737.gif,3638,push to run,cardiovascular system
chest,bosu ball,https://gymvisual.com/img/p/6/5/7/4/6574.gif,1307,push up on bosu ball,pectorals
chest,body weight,https://gymvisual.com/img/p/3/3/5/9/9/33599.gif,662,push-up,pectorals
chest,bosu ball,http://d205bpvrqc9yn1.cloudfront.net/0653.gif,653,push-up (bosu ball),pectorals
chest,stability ball,http://d205bpvrqc9yn1.cloudfront.net/0655.gif,655,push-up (on stability ball),pectorals
chest,stability ball,http://d205bpvrqc9yn1.cloudfront.net/0656.gif,656,push-up (on stability ball),pectorals
chest,body weight,https://gymvisual.com/img/p/1/0/9/1/7/10917.gif,659,push-up (wall),pectorals
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/0658.gif,658,push-up (wall) v. 2,pectorals
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0660.gif,660,push-up close-grip off dumbbell,triceps
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/0661.gif,661,push-up inside leg kick,glutes
chest,medicine ball,http://d205bpvrqc9yn1.cloudfront.net/0663.gif,663,push-up medicine ball,pectorals
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/1467.gif,1467,push-up on lower arms,triceps
chest,body weight,https://gymvisual.com/img/p/1/2/5/6/2/12562.gif,3145,push-up plus,pectorals
waist,body weight,https://gymvisual.com/img/p/2/1/8/5/6/21856.gif,664,push-up to side plank,abs
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/3533.gif,3533,quads,quads
waist,body weight,https://gymvisual.com/img/p/1/2/9/2/5/12925.gif,3201,quarter sit-up,abs
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/3552.gif,3552,quick feet v. 2,quads
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/0666.gif,666,raise single arm push-up,pectorals
upper legs,body weight,https://gymvisual.com/img/p/2/5/2/2/6/25226.gif,668,rear decline bridge,glutes
shoulders,body weight,https://gymvisual.com/img/p/2/1/5/7/4/21574.gif,669,rear deltoid stretch,delts
back,body weight,https://gymvisual.com/img/p/1/8/3/3/6/18336.gif,670,rear pull-up,lats
upper legs,rope,https://gymvisual.com/img/p/7/0/4/9/7049.gif,1582,reclining big toe pose with rope,hamstrings
upper legs,resistance band,https://gymvisual.com/img/p/1/2/9/9/0/12990.gif,3236,resistance band hip thrusts on knees (female),glutes
upper legs,resistance band,https://gymvisual.com/img/p/1/2/4/3/8/12438.gif,3007,resistance band leg extension,quads
upper arms,resistance band,https://gymvisual.com/img/p/1/2/5/1/8/12518.gif,3123,resistance band seated biceps curl,biceps
chest,resistance band,https://gymvisual.com/img/p/1/2/5/1/9/12519.gif,3124,resistance band seated chest press,pectorals
upper legs,resistance band,https://gymvisual.com/img/p/2/9/8/0/8/29808.gif,3006,resistance band seated hip abduction,abductors
shoulders,resistance band,https://gymvisual.com/img/p/1/2/5/1/7/12517.gif,3122,resistance band seated shoulder press,delts
back,resistance band,https://gymvisual.com/img/p/1/2/5/5/9/12559.gif,3144,resistance band seated straight back row,upper back
waist,body weight,https://gymvisual.com/img/p/2/8/4/7/7/28477.gif,872,reverse crunch,abs
upper arms,body weight,https://gymvisual.com/img/p/2/1/5/7/5/21575.gif,672,reverse dip,triceps
back,leverage machine,https://gymvisual.com/img/p/1/8/3/2/3/18323.gif,673,reverse grip machine lat pulldown,lats
back,body weight,https://gymvisual.com/img/p/1/8/4/4/5/18445.gif,674,reverse grip pull-up,lats
upper legs,stability ball,https://gymvisual.com/img/p/5/4/0/9/5409.gif,675,reverse hyper extension (on stability ball),glutes
upper legs,body weight,https://gymvisual.com/img/p/6/6/8/4/6684.gif,1423,reverse hyper on flat bench,glutes
waist,body weight,https://gymvisual.com/img/p/1/4/7/4/8/14748.gif,3663,reverse plank with leg lift,abs
upper arms,body weight,https://gymvisual.com/img/p/1/9/8/8/9/19889.gif,677,ring dips,triceps
upper legs,body weight,https://gymvisual.com/img/p/1/0/7/4/9/10749.gif,2571,rocking frog stretch,glutes
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/0678.gif,678,rocky pull-up pulldown,lats
back,roller,http://d205bpvrqc9yn1.cloudfront.net/2208.gif,2208,roller back stretch,spine
waist,roller,http://d205bpvrqc9yn1.cloudfront.net/2204.gif,2204,roller body saw,abs
upper legs,roller,http://d205bpvrqc9yn1.cloudfront.net/2205.gif,2205,roller hip lat stretch,glutes
upper legs,roller,http://d205bpvrqc9yn1.cloudfront.net/2202.gif,2202,roller hip stretch,glutes
waist,roller,http://d205bpvrqc9yn1.cloudfront.net/2206.gif,2206,roller reverse crunch,abs
chest,roller,http://d205bpvrqc9yn1.cloudfront.net/2203.gif,2203,roller seated shoulder flexor depresor retractor,pectorals
chest,roller,http://d205bpvrqc9yn1.cloudfront.net/2209.gif,2209,roller seated single leg shoulder flexor depresor retractor,pectorals
back,roller,http://d205bpvrqc9yn1.cloudfront.net/2207.gif,2207,roller side lat stretch,lats
back,rope,https://gymvisual.com/img/p/5/4/1/4/5414.gif,680,rope climb,upper back
cardio,body weight,https://gymvisual.com/img/p/3/3/3/4/4/33344.gif,685,run,cardiovascular system
cardio,body weight,https://gymvisual.com/img/p/2/5/0/2/4/25024.gif,684,run (equipment),cardiovascular system
upper legs,body weight,https://gymvisual.com/img/p/2/1/5/7/6/21576.gif,1585,runners stretch,hamstrings
waist,body weight,https://gymvisual.com/img/p/2/9/8/5/2/29852.gif,687,russian twist,abs
back,body weight,https://gymvisual.com/img/p/1/8/4/7/1/18471.gif,3012,scapula dips,traps
chest,body weight,https://gymvisual.com/img/p/1/2/4/4/2/12442.gif,3021,scapula push-up,serratus anterior
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/0688.gif,688,scapular pull-up,traps
cardio,body weight,https://gymvisual.com/img/p/1/2/9/5/0/12950.gif,3219,scissor jumps (male),cardiovascular system
lower legs,body weight,https://gymvisual.com/img/p/6/6/5/3/6653.gif,1390,seated calf stretch (male),calves
upper legs,body weight,https://gymvisual.com/img/p/2/1/7/6/0/21760.gif,1424,seated glute stretch,glutes
waist,body weight,https://gymvisual.com/img/p/2/1/8/9/0/21890.gif,689,seated leg raise,abs
back,body weight,https://gymvisual.com/img/p/2/1/5/7/7/21577.gif,690,seated lower back stretch,lats
upper legs,body weight,https://gymvisual.com/img/p/1/0/7/4/5/10745.gif,2567,seated piriformis stretch,glutes
waist,body weight,https://gymvisual.com/img/p/5/4/2/4/5424.gif,691,seated side crunch (wall),abs
upper legs,body weight,https://gymvisual.com/img/p/2/1/5/7/8/21578.gif,1587,seated wide angle pose sequence,hamstrings
upper legs,body weight,https://gymvisual.com/img/p/1/5/0/9/0/15090.gif,697,self assisted inverse leg curl,hamstrings
upper legs,body weight,https://gymvisual.com/img/p/1/5/0/9/0/15090.gif,1766,self assisted inverse leg curl,hamstrings
upper legs,body weight,https://gymvisual.com/img/p/5/4/2/8/5428.gif,696,self assisted inverse leg curl (on floor),hamstrings
cardio,body weight,https://gymvisual.com/img/p/1/2/9/4/9/12949.gif,3222,semi squat jump (male),cardiovascular system
cardio,body weight,https://gymvisual.com/img/p/1/4/7/4/6/14746.gif,3656,short stride run,cardiovascular system
back,body weight,https://gymvisual.com/img/p/1/8/4/5/0/18450.gif,1763,shoulder grip pull-up,lats
waist,body weight,https://gymvisual.com/img/p/2/3/7/8/5/23785.gif,3699,shoulder tap,abs
chest,body weight,https://gymvisual.com/img/p/2/3/7/8/5/23785.gif,699,shoulder tap push-up,pectorals
upper legs,body weight,https://gymvisual.com/img/p/9/0/4/7/9047.gif,1774,side bridge hip abduction,abductors
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0705.gif,705,side bridge v. 2,abs
waist,body weight,https://gymvisual.com/img/p/5/4/3/8/5438.gif,709,side hip (on parallel bars),abs
upper legs,body weight,https://gymvisual.com/img/p/1/1/8/7/1/11871.gif,710,side hip abduction,abductors
back,body weight,https://gymvisual.com/img/p/6/6/2/1/6621.gif,1358,side lying floor stretch,lats
upper legs,body weight,https://gymvisual.com/img/p/1/4/5/5/4/14554.gif,3667,side lying hip adduction (male),adductors
upper legs,body weight,https://gymvisual.com/img/p/1/5/0/6/2/15062.gif,1775,side plank hip adduction,adductors
neck,body weight,https://gymvisual.com/img/p/5/4/4/3/5443.gif,716,side push neck stretch,levator scapulae
upper arms,body weight,https://gymvisual.com/img/p/1/8/4/6/7/18467.gif,717,side push-up,triceps
lower arms,body weight,https://gymvisual.com/img/p/2/1/5/8/0/21580.gif,721,side wrist pull stretch,forearms
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/0720.gif,720,side-to-side chin,lats
waist,body weight,https://gymvisual.com/img/p/1/2/9/3/7/12937.gif,3213,side-to-side toe touch (male),abs
chest,body weight,https://gymvisual.com/img/p/2/1/8/0/7/21807.gif,725,single arm push-up,pectorals
upper legs,body weight,https://gymvisual.com/img/p/2/7/0/7/1/27071.gif,3645,single leg bridge with outstretched leg,glutes
lower legs,dumbbell,https://gymvisual.com/img/p/5/4/5/3/5453.gif,727,single leg calf raise (on a dumbbell),calves
upper legs,body weight,https://gymvisual.com/img/p/5/4/5/6/5456.gif,730,single leg platform slide,hamstrings
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1759.gif,1759,single leg squat (pistol) male,glutes
upper legs,body weight,https://gymvisual.com/img/p/2/0/9/1/1/20911.gif,1489,sissy squat,quads
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0735.gif,735,sit-up v. 2,abs
waist,body weight,https://gymvisual.com/img/p/1/4/6/6/9/14669.gif,3679,sit-up with arms on chest,abs
cardio,body weight,https://gymvisual.com/img/p/1/3/6/7/9/13679.gif,3361,skater hops,cardiovascular system
upper arms,skierg machine,https://gymvisual.com/img/p/8/7/6/3/8763.gif,2142,ski ergometer,triceps
cardio,body weight,https://gymvisual.com/img/p/1/4/7/5/3/14753.gif,3671,ski step,cardiovascular system
back,body weight,https://gymvisual.com/img/p/1/3/1/5/3/13153.gif,3304,skin the cat,upper back
upper legs,sled machine,https://gymvisual.com/img/p/1/1/7/1/6/11716.gif,1425,sled 45 degrees one leg press,glutes
lower legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/0738.gif,738,sled 45в° calf press,calves
upper legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/0739.gif,739,sled 45в° leg press,glutes
upper legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/1464.gif,1464,sled 45в° leg press (back pov),glutes
upper legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/1463.gif,1463,sled 45в° leg press (side pov),glutes
upper legs,sled machine,http://d205bpvrqc9yn1.cloudfront.net/0740.gif,740,sled 45в° leg wide press,glutes
lower legs,sled machine,https://gymvisual.com/img/p/8/9/0/4/8904.gif,1391,sled calf press on leg press,calves
upper legs,sled machine,https://gymvisual.com/img/p/5/4/6/5/5465.gif,741,sled closer hack squat,glutes
lower legs,sled machine,https://gymvisual.com/img/p/5/4/6/6/5466.gif,742,sled forward angled calf raise,calves
upper legs,sled machine,https://gymvisual.com/img/p/1/0/4/2/3/10423.gif,743,sled hack squat,glutes
lower legs,sled machine,https://gymvisual.com/img/p/1/0/1/6/6/10166.gif,2334,sled lying calf press,calves
upper legs,sled machine,https://gymvisual.com/img/p/5/4/6/8/5468.gif,744,sled lying squat,glutes
lower legs,sled machine,https://gymvisual.com/img/p/6/6/5/5/6655.gif,1392,sled one leg calf press on leg press,calves
waist,hammer,https://gymvisual.com/img/p/6/7/2/4/6724.gif,1496,sledge hammer,abs
back,smith machine,https://gymvisual.com/img/p/5/4/7/0/5470.gif,746,smith back shrug,traps
shoulders,smith machine,https://gymvisual.com/img/p/5/4/7/1/5471.gif,747,smith behind neck press,delts
chest,smith machine,https://gymvisual.com/img/p/1/7/5/5/7/17557.gif,748,smith bench press,pectorals
upper legs,smith machine,https://gymvisual.com/img/p/5/4/7/3/5473.gif,749,smith bent knee good morning,glutes
back,smith machine,https://gymvisual.com/img/p/2/1/1/0/8/21108.gif,1359,smith bent over row,upper back
upper legs,smith machine,https://gymvisual.com/img/p/1/1/7/1/8/11718.gif,750,smith chair squat,quads
upper arms,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0751.gif,751,smith close-grip bench press,triceps
upper legs,smith machine,https://gymvisual.com/img/p/1/8/3/2/6/18326.gif,752,smith deadlift,glutes
chest,smith machine,https://gymvisual.com/img/p/5/4/7/7/5477.gif,753,smith decline bench press,pectorals
chest,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0754.gif,754,smith decline reverse-grip press,pectorals
upper legs,smith machine,https://gymvisual.com/img/p/1/2/6/1/8/12618.gif,1433,smith front squat (clean grip),glutes
upper legs,smith machine,https://gymvisual.com/img/p/1/3/1/2/7/13127.gif,3281,smith full squat,glutes
upper legs,smith machine,https://gymvisual.com/img/p/5/4/7/9/5479.gif,755,smith hack squat,glutes
waist,smith machine,https://gymvisual.com/img/p/5/4/8/0/5480.gif,756,smith hip raise,abs
chest,smith machine,https://gymvisual.com/img/p/1/4/1/6/5/14165.gif,757,smith incline bench press,pectorals
chest,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0758.gif,758,smith incline reverse-grip press,pectorals
chest,smith machine,https://gymvisual.com/img/p/5/4/8/3/5483.gif,759,smith incline shoulder raises,serratus anterior
upper legs,smith machine,https://gymvisual.com/img/p/1/8/3/2/7/18327.gif,760,smith leg press,glutes
upper legs,smith machine,https://gymvisual.com/img/p/6/3/3/8/6338.gif,1434,smith low bar squat,glutes
upper arms,smith machine,https://gymvisual.com/img/p/7/2/9/6/7296.gif,1683,smith machine bicep curl,biceps
upper arms,smith machine,https://gymvisual.com/img/p/7/2/3/9/7239.gif,1625,smith machine decline close grip bench press,triceps
upper arms,smith machine,https://gymvisual.com/img/p/7/5/5/6/7556.gif,1752,smith machine incline tricep extension,triceps
chest,smith machine,https://gymvisual.com/img/p/7/2/4/0/7240.gif,1626,smith machine reverse decline close grip bench press,pectorals
back,smith machine,https://gymvisual.com/img/p/1/1/7/6/1/11761.gif,761,smith narrow row,upper back
back,smith machine,https://gymvisual.com/img/p/6/6/2/3/6623.gif,1360,smith one arm row,upper back
lower legs,smith machine,https://gymvisual.com/img/p/1/1/7/6/2/11762.gif,1393,smith one leg floor calf raise,calves
shoulders,smith machine,https://gymvisual.com/img/p/2/4/4/6/9/24469.gif,762,smith rear delt row,delts
lower legs,smith machine,https://gymvisual.com/img/p/1/1/7/5/7/11757.gif,763,smith reverse calf raises,calves
lower legs,smith machine,https://gymvisual.com/img/p/1/1/7/5/7/11757.gif,1394,smith reverse calf raises,calves
back,smith machine,https://gymvisual.com/img/p/6/6/2/4/6624.gif,1361,smith reverse grip bent over row,upper back
chest,smith machine,http://d205bpvrqc9yn1.cloudfront.net/0764.gif,764,smith reverse-grip press,pectorals
lower legs,smith machine,https://gymvisual.com/img/p/6/6/5/8/6658.gif,1395,smith seated one leg calf raise,calves
shoulders,smith machine,https://gymvisual.com/img/p/1/8/3/2/8/18328.gif,765,smith seated shoulder press,delts
lower arms,smith machine,https://gymvisual.com/img/p/6/6/8/7/6687.gif,1426,smith seated wrist curl,forearms
shoulders,smith machine,https://gymvisual.com/img/p/5/4/9/0/5490.gif,766,smith shoulder press,delts
back,smith machine,https://gymvisual.com/img/p/5/4/9/1/5491.gif,767,smith shrug,traps
upper legs,smith machine,https://gymvisual.com/img/p/1/1/7/6/0/11760.gif,768,smith single leg split squat,quads
upper legs,smith machine,https://gymvisual.com/img/p/1/0/2/8/2/10282.gif,769,smith sprint lunge,glutes
upper legs,smith machine,https://gymvisual.com/img/p/1/8/4/1/0/18410.gif,770,smith squat,glutes
lower arms,smith machine,https://gymvisual.com/img/p/5/4/9/5/5495.gif,771,smith standing back wrist curl,forearms
shoulders,smith machine,https://gymvisual.com/img/p/5/4/9/6/5496.gif,772,smith standing behind head military press,delts
lower legs,smith machine,https://gymvisual.com/img/p/1/1/7/5/6/11756.gif,773,smith standing leg calf raise,calves
shoulders,smith machine,https://gymvisual.com/img/p/5/4/9/8/5498.gif,774,smith standing military press,delts
upper legs,smith machine,https://gymvisual.com/img/p/1/8/5/1/1/18511.gif,3142,smith sumo squat,glutes
lower legs,smith machine,https://gymvisual.com/img/p/1/4/9/5/6/14956.gif,1396,smith toe raise,calves
shoulders,smith machine,https://gymvisual.com/img/p/5/4/9/9/5499.gif,775,smith upright row,delts
chest,smith machine,https://gymvisual.com/img/p/6/5/7/5/6575.gif,1308,smith wide grip bench press,pectorals
chest,smith machine,https://gymvisual.com/img/p/6/5/7/6/6576.gif,1309,smith wide grip decline bench press,pectorals
upper legs,barbell,https://gymvisual.com/img/p/5/5/0/0/5500.gif,776,snatch pull,quads
waist,dumbbell,https://gymvisual.com/img/p/1/8/4/0/6/18406.gif,777,spell caster,abs
back,body weight,https://gymvisual.com/img/p/6/6/2/5/6625.gif,1362,sphinx,spine
upper legs,body weight,https://gymvisual.com/img/p/1/6/8/5/8/16858.gif,778,spider crawl push up,glutes
back,body weight,https://gymvisual.com/img/p/2/1/5/8/5/21585.gif,1363,spine stretch,spine
waist,body weight,https://gymvisual.com/img/p/1/2/1/5/0/12150.gif,2329,spine twist,abs
upper legs,body weight,https://gymvisual.com/img/p/2/0/8/6/9/20869.gif,2368,split squats,quads
upper legs,barbell,https://gymvisual.com/img/p/5/5/1/0/5510.gif,786,squat jerk,quads
upper legs,bosu ball,https://gymvisual.com/img/p/7/4/2/1/7421.gif,1705,squat on bosu ball,quads
upper legs,body weight,https://gymvisual.com/img/p/7/4/0/3/7403.gif,1685,squat to overhead reach,quads
upper legs,body weight,https://gymvisual.com/img/p/7/4/0/4/7404.gif,1686,squat to overhead reach with twist,quads
waist,stability ball,https://gymvisual.com/img/p/9/7/9/3/9793.gif,2297,stability ball crunch (full range hands behind head),abs
upper arms,body weight,https://gymvisual.com/img/p/1/3/1/4/0/13140.gif,3291,stalder press,triceps
back,body weight,https://gymvisual.com/img/p/1/4/7/5/1/14751.gif,3669,standing archer,upper back
shoulders,barbell,https://gymvisual.com/img/p/5/5/1/2/5512.gif,788,standing behind neck press,delts
lower legs,body weight,https://gymvisual.com/img/p/1/0/3/8/8/10388.gif,1490,standing calf raise (on a staircase),calves
lower legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1397.gif,1397,standing calves,calves
lower legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1398.gif,1398,standing calves calf stretch,calves
upper legs,rope,http://d205bpvrqc9yn1.cloudfront.net/1599.gif,1599,standing hamstring and calf stretch with strap,hamstrings
back,body weight,https://gymvisual.com/img/p/2/1/5/9/2/21592.gif,794,standing lateral stretch,lats
back,body weight,https://gymvisual.com/img/p/1/5/0/3/5/15035.gif,1364,standing pelvic tilt,spine
upper legs,body weight,https://gymvisual.com/img/p/2/0/4/9/7/20497.gif,795,standing single leg curl,hamstrings
waist,wheel roller,http://d205bpvrqc9yn1.cloudfront.net/0796.gif,796,standing wheel rollerout,abs
cardio,body weight,https://gymvisual.com/img/p/1/2/9/4/7/12947.gif,3223,star jump (male),cardiovascular system
cardio,stationary bike,http://d205bpvrqc9yn1.cloudfront.net/2138.gif,2138,stationary bike run v. 3,cardiovascular system
cardio,leverage machine,https://gymvisual.com/img/p/6/7/5/5/6755.gif,798,stationary bike walk,cardiovascular system
waist,body weight,https://gymvisual.com/img/p/1/3/2/0/2/13202.gif,3314,straddle maltese,abs
waist,body weight,https://gymvisual.com/img/p/1/3/1/4/7/13147.gif,3298,straddle planche,abs
upper legs,body weight,https://gymvisual.com/img/p/6/6/8/8/6688.gif,1427,straight leg outer hip abductor,abductors
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/0803.gif,803,superman push-up,pectorals
waist,body weight,https://gymvisual.com/img/p/5/5/2/8/5528.gif,805,suspended abdominal fallout,abs
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/0806.gif,806,suspended push-up,pectorals
waist,body weight,https://gymvisual.com/img/p/5/5/3/0/5530.gif,807,suspended reverse crunch,abs
back,body weight,https://gymvisual.com/img/p/5/5/3/1/5531.gif,808,suspended row,upper back
upper legs,body weight,https://gymvisual.com/img/p/3/2/2/6/0/32260.gif,809,suspended split squat,quads
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/3433.gif,3433,swimmer kicks v. 2 (male),glutes
cardio,body weight,https://gymvisual.com/img/p/1/3/2/0/6/13206.gif,3318,swing 360,cardiovascular system
upper arms,body weight,https://gymvisual.com/img/p/7/5/5/7/7557.gif,1753,three bench dip,triceps
upper legs,tire,https://gymvisual.com/img/p/1/2/6/0/5/12605.gif,2459,tire flip,glutes
upper legs,trap bar,https://gymvisual.com/img/p/1/8/5/8/5/18585.gif,811,trap bar deadlift,glutes
upper arms,body weight,https://gymvisual.com/img/p/2/9/9/7/5/29975.gif,814,triceps dip,triceps
upper arms,body weight,https://gymvisual.com/img/p/2/0/8/5/5/20855.gif,812,triceps dip (bench leg),triceps
upper arms,body weight,https://gymvisual.com/img/p/5/5/3/6/5536.gif,813,triceps dip (between benches),triceps
upper arms,body weight,https://gymvisual.com/img/p/5/5/3/8/5538.gif,815,triceps dips floor,triceps
upper arms,body weight,https://gymvisual.com/img/p/2/0/3/2/4/20324.gif,816,triceps press,triceps
upper arms,body weight,https://gymvisual.com/img/p/9/1/6/3/9163.gif,817,triceps stretch,triceps
waist,body weight,https://gymvisual.com/img/p/2/1/8/1/2/21812.gif,871,tuck crunch,abs
